akira,bigmath,bubble_pop,countingx,picmatch,spelling,story_questions,story_reading,word_copy
,,3.92,,,,,1.246,18.21
,,3.921,,,,,1.247,18.239
,,3.923,,,,,1.248,18.247
,,3.924,,,,,1.249,18.294
,,3.925,,,,,1.25,18.304
,,3.926,,,,,1.251,18.308
,,3.928,,,,,1.252,18.318
,,3.929,,,,,1.253,18.371
,,3.931,,,,,1.254,18.402
,,3.932,,,,,1.255,18.422
,,3.933,,,,,1.256,18.423
,,3.935,,,,,1.257,18.443
,,3.937,,,,,1.258,18.481
,,3.939,,,,,1.259,18.49
,,3.941,,,,,1.26,18.491
,,3.943,,,,,1.261,18.496
,,3.947,,,,,1.262,18.535
,,3.949,,,,,1.263,18.547
,,3.951,,,,,1.264,18.564
,,3.952,,,,,1.265,18.578
,,3.953,,,,,1.266,18.582
,,3.954,,,,,1.267,18.609
,,3.955,,,,,1.268,18.629
,,3.956,,,,,1.269,18.636
,,3.959,,,,,1.27,18.639
,,3.96,,,,,1.271,18.642
,,3.961,,,,,1.272,18.651
,,3.964,,,,,1.273,18.706
,,3.965,,,,,1.274,18.717
,,3.966,,,,,1.275,18.732
,,3.967,,,,,1.276,18.757
,,3.969,,,,,1.277,18.769
,,3.97,,,,,1.278,18.784
,,3.972,,,,,1.279,18.805
,,3.974,,,,,1.28,18.834
,,3.976,,,,,1.281,18.84
,,3.977,,,,,1.282,18.922
,,3.978,,,,,1.283,18.94
,,3.979,,,,,1.284,18.986
,,3.98,,,,,1.285,18.994
,,3.982,,,,,1.286,19.031
,,3.983,,,,,1.287,19.128
,,3.984,,,,,1.288,19.137
,,3.986,,,,,1.289,19.147
,,3.987,,,,,1.29,19.19
,,3.988,,,,,1.291,19.203
,,3.989,,,,,1.292,19.226
,,3.992,,,,,1.293,19.236
,,3.994,,,,,1.294,19.237
,,3.995,,,,,1.295,19.261
,,3.996,,,,,1.296,19.296
,,3.997,,,,,1.297,19.302
,,3.998,,,,,1.298,19.312
,,30.232,,,,,1.299,19.315
,,30.321,,,,,1.3,19.37
,,30.626,,,,,1.301,19.376
,,30.665,,,,,1.302,19.379
,,30.741,,,,,1.303,19.383
,,30.903,,,,,1.304,19.398
,,31.012,,,,,1.305,19.432
,,31.097,,,,,1.306,19.451
,,31.238,,,,,1.307,19.454
,,31.352,,,,,1.308,19.456
,,31.473,,,,,1.309,19.677
,,31.611,,,,,1.31,19.687
,,31.711,,,,,1.311,19.701
,,31.795,,,,,1.312,19.727
,,31.88,,,,,1.313,19.738
,,31.926,,,,,1.314,19.76
,,32.039,,,,,1.315,19.766
,,32.073,,,,,1.316,19.8
,,32.814,,,,,1.317,19.825
,,32.822,,,,,1.318,19.831
,,32.832,,,,,1.319,19.843
,,33.178,,,,,1.32,19.861
,,33.245,,,,,1.321,19.885
,,33.305,,,,,1.322,19.915
,,33.589,,,,,1.323,19.922
,,33.858,,,,,1.324,19.931
,,34.086,,,,,1.325,19.951
,,34.097,,,,,1.326,19.953
,,34.784,,,,,1.327,2.002
,,34.809,,,,,1.328,2.003
,,34.829,,,,,1.329,2.005
,,34.897,,,,,1.33,2.006
,,34.933,,,,,1.331,2.007
,,34.958,,,,,1.332,2.008
,,35.171,,,,,1.333,2.011
,,35.192,,,,,1.334,2.012
,,35.273,,,,,1.335,2.013
,,35.486,,,,,1.336,2.014
,,35.94,,,,,1.337,2.016
,,36.159,,,,,1.338,2.017
,,36.815,,,,,1.339,2.02
,,37.099,,,,,1.34,2.024
,,37.254,,,,,1.341,2.028
,,37.563,,,,,1.342,2.029
,,38.188,,,,,1.343,2.036
,,38.207,,,,,1.344,2.043
,,38.414,,,,,1.345,2.049
,,38.444,,,,,1.346,2.051
,,38.784,,,,,1.347,2.058
,,388.021,,,,,1.348,2.06
,,39.249,,,,,1.349,2.063
,,39.992,,,,,1.35,2.064
,,4,,,,,1.351,2.066
,,4.001,,,,,1.352,2.067
,,4.003,,,,,1.353,2.07
,,4.005,,,,,1.354,2.071
,,4.006,,,,,1.355,2.076
,,4.007,,,,,1.356,2.078
,,4.011,,,,,1.357,2.08
,,4.012,,,,,1.358,2.081
,,4.013,,,,,1.359,2.085
,,4.015,,,,,1.36,2.087
,,4.017,,,,,1.361,2.089
,,4.02,,,,,1.362,2.093
,,4.021,,,,,1.363,2.097
,,4.022,,,,,1.364,2.099
,,4.023,,,,,1.365,2.107
,,4.026,,,,,1.366,2.109
,,4.027,,,,,1.367,2.11
,,4.028,,,,,1.368,2.113
,,4.029,,,,,1.369,2.116
,,4.03,,,,,1.37,2.119
,,4.031,,,,,1.371,2.123
,,4.032,,,,,1.372,2.127
,,4.033,,,,,1.373,2.13
,,4.035,,,,,1.374,2.134
,,4.036,,,,,1.375,2.135
,,4.04,,,,,1.376,2.14
,,4.042,,,,,1.377,2.141
,,4.043,,,,,1.378,2.143
,,4.044,,,,,1.379,2.146
,,4.045,,,,,1.38,2.147
,,4.046,,,,,1.381,2.148
,,4.047,,,,,1.382,2.157
,,4.048,,,,,1.383,2.162
,,4.051,,,,,1.384,2.166
,,4.052,,,,,1.385,2.167
,,4.054,,,,,1.386,2.168
,,4.056,,,,,1.387,2.169
,,4.057,,,,,1.388,2.174
,,4.058,,,,,1.389,2.18
,,4.06,,,,,1.39,2.182
,,4.061,,,,,1.391,2.184
,,4.062,,,,,1.392,2.194
,,4.065,,,,,1.393,2.196
,,4.066,,,,,1.394,2.197
,,4.071,,,,,1.395,2.203
,,4.072,,,,,1.396,2.206
,,4.074,,,,,1.397,2.207
,,4.075,,,,,1.398,2.209
,,4.076,,,,,1.399,2.214
,,4.077,,,,,1.4,2.218
,,4.078,,,,,1.401,2.219
,,4.079,,,,,1.402,2.221
,,4.08,,,,,1.403,2.225
,,4.082,,,,,1.404,2.232
,,4.083,,,,,1.405,2.235
,,4.084,,,,,1.406,2.239
,,4.087,,,,,1.407,2.25
,,4.088,,,,,1.408,2.251
,,4.089,,,,,1.409,2.252
,,4.091,,,,,1.41,2.253
,,4.092,,,,,1.411,2.255
,,4.093,,,,,1.412,2.256
,,4.095,,,,,1.413,2.26
,,4.096,,,,,1.414,2.262
,,4.098,,,,,1.415,2.266
,,4.101,,,,,1.416,2.268
,,4.102,,,,,1.417,2.27
,,4.103,,,,,1.418,2.272
,,4.104,,,,,1.419,2.278
,,4.106,,,,,1.42,2.282
,,4.107,,,,,1.421,2.284
,,4.108,,,,,1.422,2.289
,,4.111,,,,,1.423,2.291
,,4.112,,,,,1.424,2.293
,,4.114,,,,,1.425,2.294
,,4.115,,,,,1.426,2.295
,,4.121,,,,,1.427,2.297
,,4.122,,,,,1.428,2.3
,,4.123,,,,,1.429,2.301
,,4.126,,,,,1.431,2.304
,,4.128,,,,,1.432,2.305
,,4.131,,,,,1.433,2.313
,,4.132,,,,,1.434,2.315
,,4.133,,,,,1.435,2.316
,,4.135,,,,,1.436,2.317
,,4.136,,,,,1.437,2.318
,,4.137,,,,,1.438,2.322
,,4.138,,,,,1.439,2.323
,,4.139,,,,,1.44,2.325
,,4.14,,,,,1.441,2.327
,,4.143,,,,,1.442,2.328
,,4.144,,,,,1.443,2.329
,,4.147,,,,,1.444,2.33
,,4.148,,,,,1.445,2.334
,,4.15,,,,,1.446,2.335
,,4.152,,,,,1.447,2.337
,,4.153,,,,,1.448,2.342
,,4.154,,,,,1.449,2.343
,,4.155,,,,,1.45,2.346
,,4.159,,,,,1.451,2.348
,,4.162,,,,,1.452,2.351
,,4.163,,,,,1.453,2.353
,,4.164,,,,,1.454,2.358
,,4.166,,,,,1.455,2.362
,,4.167,,,,,1.456,2.365
,,4.168,,,,,1.457,2.368
,,4.17,,,,,1.458,2.369
,,4.172,,,,,1.459,2.37
,,4.174,,,,,1.46,2.374
,,4.176,,,,,1.461,2.377
,,4.177,,,,,1.462,2.379
,,4.179,,,,,1.463,2.386
,,4.18,,,,,1.464,2.388
,,4.183,,,,,1.465,2.39
,,4.185,,,,,1.466,2.394
,,4.187,,,,,1.467,2.398
,,4.188,,,,,1.468,2.401
,,4.189,,,,,1.469,2.403
,,4.19,,,,,1.47,2.412
,,4.193,,,,,1.471,2.415
,,4.194,,,,,1.472,2.418
,,4.196,,,,,1.473,2.42
,,4.197,,,,,1.474,2.427
,,4.2,,,,,1.475,2.429
,,4.201,,,,,1.476,2.43
,,4.202,,,,,1.477,2.433
,,4.203,,,,,1.478,2.435
,,4.204,,,,,1.479,2.44
,,4.205,,,,,1.48,2.441
,,4.206,,,,,1.481,2.444
,,4.207,,,,,1.482,2.452
,,4.208,,,,,1.483,2.457
,,4.21,,,,,1.484,2.458
,,4.213,,,,,1.485,2.459
,,4.214,,,,,1.487,2.461
,,4.215,,,,,1.488,2.463
,,4.216,,,,,1.489,2.466
,,4.217,,,,,1.49,2.469
,,4.221,,,,,1.492,2.473
,,4.222,,,,,1.493,2.474
,,4.223,,,,,1.494,2.476
,,4.229,,,,,1.495,2.489
,,4.23,,,,,1.496,2.49
,,4.231,,,,,1.497,2.491
,,4.233,,,,,1.498,2.494
,,4.235,,,,,1.499,2.495
,,4.236,,,,,1.5,2.496
,,4.237,,,,,1.501,2.497
,,4.239,,,,,1.502,2.504
,,4.24,,,,,1.503,2.513
,,4.243,,,,,1.504,2.514
,,4.244,,,,,1.505,2.516
,,4.245,,,,,1.506,2.523
,,4.249,,,,,1.507,2.528
,,4.25,,,,,1.508,2.532
,,4.256,,,,,1.509,2.535
,,4.257,,,,,1.51,2.537
,,4.258,,,,,1.511,2.545
,,4.26,,,,,1.512,2.546
,,4.261,,,,,1.513,2.548
,,4.264,,,,,1.514,2.549
,,4.265,,,,,1.515,2.551
,,4.266,,,,,1.516,2.555
,,4.267,,,,,1.517,2.557
,,4.268,,,,,1.518,2.558
,,4.269,,,,,1.519,2.561
,,4.27,,,,,1.52,2.567
,,4.272,,,,,1.521,2.568
,,4.274,,,,,1.522,2.574
,,4.275,,,,,1.523,2.58
,,4.276,,,,,1.524,2.587
,,4.279,,,,,1.525,2.592
,,4.28,,,,,1.527,2.597
,,4.282,,,,,1.528,2.601
,,4.284,,,,,1.529,2.604
,,4.285,,,,,1.53,2.605
,,4.286,,,,,1.532,2.606
,,4.287,,,,,1.533,2.618
,,4.288,,,,,1.534,2.627
,,4.289,,,,,1.535,2.628
,,4.291,,,,,1.536,2.633
,,4.293,,,,,1.537,2.634
,,4.294,,,,,1.538,2.635
,,4.295,,,,,1.539,2.636
,,4.296,,,,,1.54,2.642
,,4.301,,,,,1.541,2.646
,,4.302,,,,,1.543,2.647
,,4.303,,,,,1.544,2.651
,,4.304,,,,,1.545,2.654
,,4.306,,,,,1.546,2.657
,,4.307,,,,,1.547,2.658
,,4.308,,,,,1.548,2.659
,,4.309,,,,,1.549,2.668
,,4.31,,,,,1.55,2.674
,,4.311,,,,,1.551,2.678
,,4.312,,,,,1.552,2.682
,,4.313,,,,,1.553,2.684
,,4.315,,,,,1.554,2.688
,,4.316,,,,,1.555,2.691
,,4.318,,,,,1.556,2.693
,,4.32,,,,,1.557,2.7
,,4.321,,,,,1.558,2.71
,,4.323,,,,,1.559,2.712
,,4.324,,,,,1.56,2.713
,,4.326,,,,,1.561,2.718
,,4.327,,,,,1.562,2.719
,,4.328,,,,,1.563,2.722
,,4.329,,,,,1.564,2.725
,,4.331,,,,,1.565,2.727
,,4.332,,,,,1.566,2.736
,,4.333,,,,,1.567,2.737
,,4.334,,,,,1.568,2.743
,,4.336,,,,,1.569,2.745
,,4.337,,,,,1.57,2.746
,,4.339,,,,,1.571,2.747
,,4.342,,,,,1.572,2.754
,,4.343,,,,,1.573,2.759
,,4.344,,,,,1.574,2.76
,,4.346,,,,,1.575,2.765
,,4.348,,,,,1.576,2.767
,,4.349,,,,,1.577,2.774
,,4.35,,,,,1.578,2.779
,,4.351,,,,,1.579,2.78
,,4.352,,,,,1.58,2.782
,,4.357,,,,,1.581,2.784
,,4.358,,,,,1.582,2.79
,,4.363,,,,,1.583,2.793
,,4.364,,,,,1.584,2.794
,,4.365,,,,,1.585,2.795
,,4.366,,,,,1.586,2.797
,,4.369,,,,,1.587,2.801
,,4.37,,,,,1.588,2.803
,,4.371,,,,,1.589,2.806
,,4.372,,,,,1.59,2.807
,,4.373,,,,,1.591,2.812
,,4.374,,,,,1.592,2.82
,,4.376,,,,,1.593,2.821
,,4.377,,,,,1.594,2.827
,,4.379,,,,,1.595,2.832
,,4.381,,,,,1.596,2.833
,,4.382,,,,,1.597,2.835
,,4.384,,,,,1.598,2.837
,,4.386,,,,,1.599,2.838
,,4.389,,,,,1.6,2.842
,,4.391,,,,,1.601,2.845
,,4.393,,,,,1.602,2.865
,,4.394,,,,,1.603,2.866
,,4.396,,,,,1.604,2.868
,,4.397,,,,,1.605,2.869
,,4.398,,,,,1.606,2.879
,,4.399,,,,,1.607,2.881
,,4.4,,,,,1.608,2.882
,,4.403,,,,,1.609,2.885
,,4.404,,,,,1.61,2.886
,,4.406,,,,,1.611,2.895
,,4.407,,,,,1.612,2.896
,,4.408,,,,,1.613,2.901
,,4.41,,,,,1.614,2.902
,,4.413,,,,,1.615,2.903
,,4.416,,,,,1.616,2.905
,,4.42,,,,,1.617,2.907
,,4.421,,,,,1.618,2.908
,,4.422,,,,,1.619,2.912
,,4.423,,,,,1.62,2.916
,,4.424,,,,,1.621,2.917
,,4.425,,,,,1.622,2.926
,,4.427,,,,,1.623,2.927
,,4.428,,,,,1.624,2.93
,,4.429,,,,,1.625,2.931
,,4.43,,,,,1.626,2.935
,,4.431,,,,,1.627,2.937
,,4.435,,,,,1.628,2.941
,,4.436,,,,,1.629,2.944
,,4.437,,,,,1.63,2.945
,,4.44,,,,,1.631,2.946
,,4.443,,,,,1.632,2.951
,,4.444,,,,,1.633,2.952
,,4.447,,,,,1.634,2.953
,,4.448,,,,,1.635,2.957
,,4.45,,,,,1.636,2.965
,,4.451,,,,,1.637,2.975
,,4.453,,,,,1.638,2.976
,,4.455,,,,,1.639,2.977
,,4.457,,,,,1.64,2.978
,,4.458,,,,,1.641,2.985
,,4.459,,,,,1.642,2.988
,,4.461,,,,,1.643,2.992
,,4.462,,,,,1.644,2.996
,,4.463,,,,,1.645,2.997
,,4.466,,,,,1.646,2.998
,,4.468,,,,,1.647,20.038
,,4.471,,,,,1.648,20.092
,,4.472,,,,,1.649,20.128
,,4.474,,,,,1.65,20.152
,,4.476,,,,,1.651,20.17
,,4.478,,,,,1.653,20.201
,,4.479,,,,,1.654,20.241
,,4.48,,,,,1.655,20.254
,,4.482,,,,,1.656,20.311
,,4.483,,,,,1.657,20.328
,,4.485,,,,,1.658,20.337
,,4.488,,,,,1.659,20.34
,,4.49,,,,,1.66,20.405
,,4.491,,,,,1.661,20.412
,,4.494,,,,,1.662,20.446
,,4.496,,,,,1.663,20.461
,,4.497,,,,,1.664,20.462
,,4.501,,,,,1.665,20.465
,,4.504,,,,,1.666,20.517
,,4.505,,,,,1.667,20.536
,,4.506,,,,,1.668,20.549
,,4.507,,,,,1.669,20.667
,,4.509,,,,,1.67,20.679
,,4.51,,,,,1.672,20.769
,,4.511,,,,,1.673,20.793
,,4.512,,,,,1.674,20.805
,,4.514,,,,,1.675,20.83
,,4.515,,,,,1.676,20.954
,,4.516,,,,,1.677,20.964
,,4.518,,,,,1.678,21.09
,,4.519,,,,,1.679,21.115
,,4.52,,,,,1.68,21.135
,,4.524,,,,,1.681,21.149
,,4.525,,,,,1.682,21.157
,,4.527,,,,,1.683,21.161
,,4.528,,,,,1.684,21.293
,,4.53,,,,,1.685,21.387
,,4.531,,,,,1.686,21.398
,,4.532,,,,,1.687,21.4
,,4.534,,,,,1.688,21.437
,,4.535,,,,,1.689,21.653
,,4.538,,,,,1.69,21.667
,,4.539,,,,,1.691,21.678
,,4.541,,,,,1.692,21.74
,,4.542,,,,,1.693,21.759
,,4.543,,,,,1.694,21.818
,,4.544,,,,,1.695,21.866
,,4.546,,,,,1.697,21.903
,,4.548,,,,,1.698,21.92
,,4.549,,,,,1.699,21.997
,,4.551,,,,,1.7,22.04
,,4.552,,,,,1.701,22.092
,,4.555,,,,,1.702,22.173
,,4.559,,,,,1.703,22.187
,,4.56,,,,,1.704,22.197
,,4.562,,,,,1.705,22.26
,,4.563,,,,,1.706,22.277
,,4.564,,,,,1.707,22.353
,,4.565,,,,,1.708,22.385
,,4.568,,,,,1.709,22.413
,,4.569,,,,,1.71,22.471
,,4.57,,,,,1.711,22.534
,,4.571,,,,,1.712,22.591
,,4.572,,,,,1.713,22.607
,,4.573,,,,,1.714,22.612
,,4.575,,,,,1.715,22.619
,,4.576,,,,,1.716,22.646
,,4.578,,,,,1.717,22.7
,,4.579,,,,,1.718,22.703
,,4.581,,,,,1.719,22.724
,,4.582,,,,,1.72,22.768
,,4.583,,,,,1.721,22.81
,,4.584,,,,,1.722,22.828
,,4.586,,,,,1.723,22.866
,,4.587,,,,,1.724,22.888
,,4.589,,,,,1.725,22.9
,,4.591,,,,,1.726,22.968
,,4.593,,,,,1.727,22.977
,,4.594,,,,,1.728,23.144
,,4.596,,,,,1.729,23.146
,,4.597,,,,,1.73,23.217
,,4.598,,,,,1.731,23.477
,,4.599,,,,,1.732,23.511
,,4.602,,,,,1.733,23.513
,,4.603,,,,,1.734,23.581
,,4.604,,,,,1.735,23.605
,,4.605,,,,,1.736,23.673
,,4.607,,,,,1.737,23.732
,,4.608,,,,,1.738,23.76
,,4.609,,,,,1.739,23.769
,,4.613,,,,,1.74,23.827
,,4.614,,,,,1.741,24.096
,,4.615,,,,,1.742,24.202
,,4.622,,,,,1.743,24.211
,,4.623,,,,,1.744,24.269
,,4.624,,,,,1.746,24.298
,,4.626,,,,,1.747,24.383
,,4.627,,,,,1.748,24.387
,,4.629,,,,,1.749,24.553
,,4.631,,,,,1.75,24.609
,,4.632,,,,,1.751,24.677
,,4.634,,,,,1.752,24.776
,,4.635,,,,,1.753,24.827
,,4.636,,,,,1.754,24.847
,,4.638,,,,,1.755,24.947
,,4.643,,,,,1.756,24.954
,,4.644,,,,,1.757,25.016
,,4.645,,,,,1.758,25.047
,,4.646,,,,,1.759,25.076
,,4.648,,,,,1.76,25.103
,,4.65,,,,,1.761,25.247
,,4.651,,,,,1.763,25.297
,,4.652,,,,,1.764,25.34
,,4.653,,,,,1.765,25.38
,,4.656,,,,,1.766,25.476
,,4.66,,,,,1.767,25.641
,,4.662,,,,,1.768,25.717
,,4.664,,,,,1.769,25.8
,,4.665,,,,,1.77,25.842
,,4.668,,,,,1.771,25.895
,,4.669,,,,,1.772,25.907
,,4.67,,,,,1.774,26.462
,,4.671,,,,,1.775,26.505
,,4.673,,,,,1.776,26.549
,,4.677,,,,,1.777,26.587
,,4.678,,,,,1.778,26.754
,,4.679,,,,,1.78,26.771
,,4.68,,,,,1.781,26.777
,,4.681,,,,,1.782,26.83
,,4.682,,,,,1.785,26.888
,,4.683,,,,,1.787,26.94
,,4.684,,,,,1.788,27.085
,,4.686,,,,,1.789,27.345
,,4.69,,,,,1.79,27.601
,,4.692,,,,,1.791,27.631
,,4.694,,,,,1.792,271.832
,,4.696,,,,,1.793,28.599
,,4.698,,,,,1.794,28.69
,,4.699,,,,,1.795,28.863
,,4.7,,,,,1.796,29.027
,,4.702,,,,,1.797,29.032
,,4.704,,,,,1.798,29.103
,,4.705,,,,,1.8,29.109
,,4.706,,,,,1.801,29.309
,,4.707,,,,,1.802,29.391
,,4.71,,,,,1.803,29.411
,,4.712,,,,,1.804,29.724
,,4.713,,,,,1.805,29.935
,,4.714,,,,,1.806,3
,,4.716,,,,,1.808,3.001
,,4.719,,,,,1.809,3.007
,,4.72,,,,,1.81,3.012
,,4.723,,,,,1.811,3.014
,,4.725,,,,,1.812,3.015
,,4.726,,,,,1.813,3.018
,,4.727,,,,,1.814,3.019
,,4.728,,,,,1.817,3.021
,,4.729,,,,,1.819,3.022
,,4.73,,,,,1.821,3.028
,,4.732,,,,,1.824,3.029
,,4.733,,,,,1.825,3.03
,,4.735,,,,,1.826,3.031
,,4.737,,,,,1.827,3.035
,,4.738,,,,,1.829,3.038
,,4.739,,,,,1.83,3.039
,,4.74,,,,,1.832,3.04
,,4.741,,,,,1.833,3.042
,,4.743,,,,,1.834,3.044
,,4.744,,,,,1.835,3.049
,,4.745,,,,,1.836,3.053
,,4.746,,,,,1.838,3.056
,,4.747,,,,,1.839,3.06
,,4.752,,,,,1.84,3.067
,,4.755,,,,,1.841,3.07
,,4.76,,,,,1.843,3.072
,,4.762,,,,,1.844,3.073
,,4.765,,,,,1.847,3.084
,,4.766,,,,,1.848,3.087
,,4.767,,,,,1.849,3.09
,,4.768,,,,,1.85,3.094
,,4.769,,,,,1.852,3.098
,,4.771,,,,,1.853,3.099
,,4.772,,,,,1.855,3.112
,,4.777,,,,,1.856,3.116
,,4.779,,,,,1.857,3.117
,,4.781,,,,,1.858,3.118
,,4.786,,,,,1.859,3.119
,,4.787,,,,,1.86,3.12
,,4.793,,,,,1.861,3.13
,,4.794,,,,,1.862,3.138
,,4.795,,,,,1.863,3.146
,,4.796,,,,,1.864,3.147
,,4.798,,,,,1.866,3.152
,,4.799,,,,,1.867,3.16
,,4.804,,,,,1.868,3.163
,,4.808,,,,,1.869,3.167
,,4.812,,,,,1.87,3.178
,,4.817,,,,,1.871,3.198
,,4.818,,,,,1.872,3.205
,,4.819,,,,,1.875,3.206
,,4.82,,,,,1.876,3.208
,,4.821,,,,,1.877,3.215
,,4.822,,,,,1.878,3.216
,,4.823,,,,,1.879,3.219
,,4.824,,,,,1.88,3.22
,,4.825,,,,,1.883,3.225
,,4.828,,,,,1.884,3.232
,,4.833,,,,,1.885,3.236
,,4.834,,,,,1.886,3.237
,,4.839,,,,,1.891,3.239
,,4.84,,,,,1.892,3.245
,,4.841,,,,,1.893,3.25
,,4.842,,,,,1.895,3.252
,,4.844,,,,,1.896,3.254
,,4.845,,,,,1.897,3.26
,,4.847,,,,,1.899,3.265
,,4.848,,,,,1.901,3.269
,,4.85,,,,,1.903,3.274
,,4.851,,,,,1.904,3.275
,,4.854,,,,,1.906,3.28
,,4.855,,,,,1.907,3.294
,,4.858,,,,,1.908,3.295
,,4.86,,,,,1.909,3.297
,,4.861,,,,,1.91,3.298
,,4.862,,,,,1.911,3.302
,,4.863,,,,,1.912,3.306
,,4.865,,,,,1.913,3.308
,,4.868,,,,,1.914,3.309
,,4.869,,,,,1.915,3.31
,,4.871,,,,,1.916,3.311
,,4.872,,,,,1.917,3.32
,,4.874,,,,,1.918,3.325
,,4.876,,,,,1.919,3.328
,,4.877,,,,,1.922,3.334
,,4.878,,,,,1.926,3.337
,,4.88,,,,,1.927,3.343
,,4.882,,,,,1.928,3.356
,,4.883,,,,,1.929,3.358
,,4.885,,,,,1.93,3.364
,,4.888,,,,,1.931,3.373
,,4.889,,,,,1.933,3.374
,,4.891,,,,,1.935,3.377
,,4.893,,,,,1.936,3.378
,,4.897,,,,,1.937,3.386
,,4.898,,,,,1.94,3.387
,,4.899,,,,,1.941,3.392
,,4.902,,,,,1.942,3.396
,,4.903,,,,,1.943,3.399
,,4.905,,,,,1.946,3.408
,,4.906,,,,,1.947,3.424
,,4.907,,,,,1.948,3.425
,,4.908,,,,,1.949,3.43
,,4.909,,,,,1.95,3.433
,,4.91,,,,,1.951,3.434
,,4.911,,,,,1.952,3.438
,,4.912,,,,,1.954,3.449
,,4.914,,,,,1.956,3.452
,,4.915,,,,,1.958,3.456
,,4.916,,,,,1.959,3.471
,,4.917,,,,,1.96,3.472
,,4.919,,,,,1.961,3.477
,,4.921,,,,,1.967,3.48
,,4.922,,,,,1.968,3.481
,,4.923,,,,,1.969,3.485
,,4.924,,,,,1.97,3.486
,,4.926,,,,,1.971,3.49
,,4.929,,,,,1.972,3.493
,,4.931,,,,,1.973,3.497
,,4.932,,,,,1.974,3.504
,,4.933,,,,,1.976,3.506
,,4.934,,,,,1.977,3.508
,,4.938,,,,,1.978,3.509
,,4.939,,,,,1.979,3.51
,,4.94,,,,,1.98,3.511
,,4.941,,,,,1.983,3.516
,,4.942,,,,,1.984,3.522
,,4.943,,,,,1.985,3.523
,,4.944,,,,,1.987,3.524
,,4.945,,,,,1.988,3.532
,,4.947,,,,,1.991,3.536
,,4.948,,,,,1.993,3.537
,,4.949,,,,,1.994,3.549
,,4.95,,,,,1.995,3.553
,,4.953,,,,,1.996,3.555
,,4.956,,,,,1.997,3.559
,,4.958,,,,,1.998,3.57
,,4.959,,,,,1.999,3.574
,,4.96,,,,,10.041,3.576
,,4.961,,,,,10.042,3.579
,,4.962,,,,,10.087,3.588
,,4.963,,,,,10.186,3.596
,,4.964,,,,,10.205,3.597
,,4.965,,,,,10.209,3.601
,,4.967,,,,,10.249,3.605
,,4.968,,,,,10.348,3.609
,,4.969,,,,,10.439,3.61
,,4.97,,,,,10.444,3.611
,,4.972,,,,,10.453,3.615
,,4.98,,,,,10.47,3.622
,,4.981,,,,,10.491,3.623
,,4.984,,,,,10.573,3.625
,,4.988,,,,,10.577,3.629
,,4.989,,,,,10.594,3.634
,,4.99,,,,,10.602,3.638
,,4.991,,,,,10.611,3.639
,,4.992,,,,,10.615,3.64
,,4.994,,,,,10.691,3.645
,,4.995,,,,,10.695,3.654
,,4.996,,,,,10.7,3.656
,,4.997,,,,,10.703,3.657
,,4.998,,,,,10.704,3.658
,,4.999,,,,,10.734,3.662
,,40.808,,,,,10.755,3.664
,,40.849,,,,,10.77,3.683
,,41.073,,,,,10.8,3.687
,,41.764,,,,,10.824,3.69
,,41.785,,,,,10.883,3.701
,,42.313,,,,,10.938,3.711
,,42.437,,,,,10.945,3.714
,,42.618,,,,,10.958,3.722
,,43.129,,,,,10.991,3.723
,,43.21,,,,,10.992,3.73
,,45.05,,,,,10.996,3.738
,,45.193,,,,,102.426,3.743
,,46.011,,,,,11.054,3.744
,,46.279,,,,,11.084,3.745
,,46.617,,,,,11.113,3.747
,,47.241,,,,,11.12,3.753
,,48.106,,,,,11.149,3.774
,,49.043,,,,,11.157,3.786
,,49.512,,,,,11.173,3.805
,,5,,,,,11.176,3.807
,,5.003,,,,,11.219,3.809
,,5.004,,,,,11.28,3.81
,,5.006,,,,,11.291,3.811
,,5.007,,,,,11.347,3.812
,,5.012,,,,,11.36,3.815
,,5.013,,,,,11.395,3.82
,,5.015,,,,,11.405,3.824
,,5.016,,,,,11.435,3.825
,,5.019,,,,,11.456,3.826
,,5.023,,,,,11.51,3.828
,,5.025,,,,,11.515,3.832
,,5.027,,,,,11.516,3.84
,,5.028,,,,,11.528,3.842
,,5.029,,,,,11.53,3.872
,,5.03,,,,,11.557,3.883
,,5.032,,,,,11.589,3.886
,,5.034,,,,,11.603,3.89
,,5.035,,,,,11.707,3.897
,,5.036,,,,,11.72,3.9
,,5.037,,,,,11.744,3.903
,,5.038,,,,,11.772,3.904
,,5.041,,,,,11.811,3.907
,,5.043,,,,,11.851,3.912
,,5.044,,,,,11.858,3.918
,,5.045,,,,,11.859,3.919
,,5.047,,,,,11.876,3.923
,,5.049,,,,,11.88,3.931
,,5.05,,,,,11.975,3.934
,,5.052,,,,,11.986,3.947
,,5.054,,,,,12.015,3.95
,,5.057,,,,,12.019,3.956
,,5.059,,,,,12.021,3.963
,,5.06,,,,,12.124,3.965
,,5.061,,,,,12.134,3.979
,,5.062,,,,,12.15,3.982
,,5.065,,,,,12.163,3.987
,,5.066,,,,,12.173,3.989
,,5.067,,,,,12.186,30.013
,,5.069,,,,,12.23,30.111
,,5.07,,,,,12.239,30.178
,,5.071,,,,,12.306,30.218
,,5.073,,,,,12.321,30.348
,,5.075,,,,,12.37,30.384
,,5.076,,,,,12.388,30.42
,,5.077,,,,,12.415,30.475
,,5.078,,,,,12.418,30.62
,,5.079,,,,,12.419,30.682
,,5.08,,,,,12.474,30.801
